,n,power
0,1000.0,0.08
1,2000.0,0.14
2,3000.0,0.216
3,4000.0,0.29
4,5000.0,0.396
5,6000.0,0.458
6,7000.0,0.5720000000000001
7,8000.0,0.642
8,9000.0,0.712
9,10000.0,0.774
10,11000.0,0.834
11,12000.0,0.864
12,13000.0,0.928
13,14000.0,0.928
14,15000.0,0.9580000000000001
15,16000.0,0.9580000000000001
16,17000.0,0.972
17,18000.0,0.976
18,19000.0,0.988
19,20000.0,0.988
