,param,power_conti,power_disc
0,10,0.06,0.068
1,20,0.108,0.132
2,30,0.166,0.186
3,40,0.24,0.23600000000000002
4,50,0.274,0.314
5,60,0.32,0.374
6,70,0.366,0.438
7,80,0.422,0.522
8,90,0.488,0.5700000000000001
9,100,0.528,0.636
10,110,0.584,0.6920000000000001
11,120,0.634,0.7020000000000001
12,130,0.684,0.738
13,140,0.714,0.756
14,150,0.76,0.778
15,160,0.804,0.812
16,170,0.8240000000000001,0.854
17,180,0.848,0.876
18,190,0.88,0.902
19,200,0.88,0.93
