,n,power
0,1000.0,0.098
1,2000.0,0.138
2,3000.0,0.25
3,4000.0,0.332
4,5000.0,0.364
5,6000.0,0.40800000000000003
6,7000.0,0.562
7,8000.0,0.622
8,9000.0,0.706
9,10000.0,0.762
10,11000.0,0.812
11,12000.0,0.868
12,13000.0,0.906
13,14000.0,0.9380000000000001
14,15000.0,0.9440000000000001
15,16000.0,0.968
16,17000.0,0.988
17,18000.0,0.98
18,19000.0,0.99
19,20000.0,0.994
