,n,power
0,6000.0,1.0
1,16285.714285714286,1.0
2,26571.428571428572,1.0
3,36857.142857142855,1.0
4,47142.857142857145,1.0
5,57428.57142857142,1.0
6,67714.28571428571,1.0
7,78000.0,1.0
8,88285.71428571429,1.0
9,98571.42857142857,1.0
10,108857.14285714284,1.0
11,119142.85714285713,1.0
12,129428.57142857143,1.0
13,139714.2857142857,1.0
14,150000.0,1.0
